strategyID,endTime,algorithmStartTime,algorithmDuration,startTime,setupDuration,duration,variation,frequency,depth,deviation,nodes,edges,calls
2,1556185496865,1556185496792,73,1556185496779,13,86,broad,high,6,10,795,1426,4.63
2,1556185497051,1556185496973,78,1556185496963,10,88,broad,high,6,20,795,1426,4.63
2,1556185497233,1556185497159,74,1556185497148,11,85,broad,high,6,30,795,1426,4.63
3,1556185497410,1556185497336,74,1556185497326,10,84,broad,high,6,0,795,1426,4.63
3,1556185497588,1556185497515,73,1556185497505,10,83,broad,high,6,5,795,1426,4.63
3,1556185497767,1556185497694,73,1556185497683,11,84,broad,high,6,10,795,1426,4.63
3,1556185497947,1556185497872,75,1556185497862,10,85,broad,high,6,20,795,1426,4.63
3,1556185498137,1556185498058,79,1556185498047,11,90,broad,high,6,30,795,1426,4.63
4,1556185498318,1556185498241,77,1556185498231,10,87,broad,high,6,0,795,1426,4.63
4,1556185498504,1556185498424,80,1556185498414,10,90,broad,high,6,5,795,1426,4.63
4,1556185498686,1556185498609,77,1556185498599,10,87,broad,high,6,10,795,1426,4.63
4,1556185498867,1556185498789,78,1556185498779,10,88,broad,high,6,20,795,1426,4.63
4,1556185499069,1556185498977,92,1556185498966,11,103,broad,high,6,30,795,1426,4.63
5,1556185499296,1556185499219,77,1556185499201,18,95,broad,high,6,0,795,1426,4.63
5,1556185499483,1556185499407,76,1556185499396,11,87,broad,high,6,5,795,1426,4.63
5,1556185499666,1556185499588,78,1556185499578,10,88,broad,high,6,10,795,1426,4.63
5,1556185499851,1556185499771,80,1556185499760,11,91,broad,high,6,20,795,1426,4.63
5,1556185500053,1556185499972,81,1556185499954,18,99,broad,high,6,30,795,1426,4.63
6,1556185500241,1556185500164,77,1556185500152,12,89,broad,high,6,0,795,1426,4.63
6,1556185500422,1556185500345,77,1556185500334,11,88,broad,high,6,5,795,1426,4.63
6,1556185500603,1556185500527,76,1556185500516,11,87,broad,high,6,10,795,1426,4.63
6,1556185500780,1556185500706,74,1556185500695,11,85,broad,high,6,20,795,1426,4.63
6,1556185500980,1556185500894,86,1556185500882,12,98,broad,high,6,30,795,1426,4.63
7,1556185501167,1556185501090,77,1556185501078,12,89,broad,high,6,0,795,1426,4.63
7,1556185501359,1556185501270,89,1556185501260,10,99,broad,high,6,5,795,1426,4.63
7,1556185501548,1556185501469,79,1556185501458,11,90,broad,high,6,10,795,1426,4.63
7,1556185501736,1556185501656,80,1556185501646,10,90,broad,high,6,20,795,1426,4.63
7,1556185501921,1556185501840,81,1556185501829,11,92,broad,high,6,30,795,1426,4.63
8,1556185502112,1556185502031,81,1556185502020,11,92,broad,high,6,0,795,1426,4.63
8,1556185502295,1556185502213,82,1556185502203,10,92,broad,high,6,5,795,1426,4.63
8,1556185502483,1556185502402,81,1556185502391,11,92,broad,high,6,10,795,1426,4.63
8,1556185502673,1556185502591,82,1556185502580,11,93,broad,high,6,20,795,1426,4.63
8,1556185502855,1556185502777,78,1556185502766,11,89,broad,high,6,30,795,1426,4.63
9,1556185503043,1556185502962,81,1556185502950,12,93,broad,high,6,0,795,1426,4.63
9,1556185503233,1556185503148,85,1556185503138,10,95,broad,high,6,5,795,1426,4.63
9,1556185503418,1556185503337,81,1556185503327,10,91,broad,high,6,10,795,1426,4.63
9,1556185503603,1556185503521,82,1556185503510,11,93,broad,high,6,20,795,1426,4.63
9,1556185503785,1556185503706,79,1556185503695,11,90,broad,high,6,30,795,1426,4.63
10,1556185503964,1556185503886,78,1556185503876,10,88,broad,high,6,0,795,1426,4.63
10,1556185504150,1556185504070,80,1556185504060,10,90,broad,high,6,5,795,1426,4.63
10,1556185504334,1556185504255,79,1556185504244,11,90,broad,high,6,10,795,1426,4.63
10,1556185504516,1556185504435,81,1556185504424,11,92,broad,high,6,20,795,1426,4.63
10,1556185504702,1556185504622,80,1556185504612,10,90,broad,high,6,30,795,1426,4.63
11,1556185504888,1556185504807,81,1556185504796,11,92,broad,high,6,0,795,1426,4.63
11,1556185505075,1556185504994,81,1556185504984,10,91,broad,high,6,5,795,1426,4.63
11,1556185505259,1556185505179,80,1556185505169,10,90,broad,high,6,10,795,1426,4.63
11,1556185505449,1556185505367,82,1556185505357,10,92,broad,high,6,20,795,1426,4.63
11,1556185505635,1556185505555,80,1556185505545,10,90,broad,high,6,30,795,1426,4.63
0,1556185506110,1556185505772,338,1556185505733,39,377,broad,high,7,0,2217,4023,4.436
0,1556185506587,1556185506251,336,1556185506211,40,376,broad,high,7,5,2217,4023,4.436
0,1556185507055,1556185506721,334,1556185506687,34,368,broad,high,7,10,2217,4023,4.436
0,1556185507545,1556185507194,351,1556185507157,37,388,broad,high,7,20,2217,4023,4.436
0,1556185508022,1556185507680,342,1556185507645,35,377,broad,high,7,30,2217,4023,4.436
1,1556185508509,1556185508164,345,1556185508126,38,383,broad,high,7,0,2217,4023,4.436
1,1556185508986,1556185508642,344,1556185508607,35,379,broad,high,7,5,2217,4023,4.436
1,1556185509523,1556185509127,396,1556185509091,36,432,broad,high,7,10,2217,4023,4.436
1,1556185510001,1556185509656,345,1556185509621,35,380,broad,high,7,20,2217,4023,4.436
1,1556185510482,1556185510141,341,1556185510104,37,378,broad,high,7,30,2217,4023,4.436
2,1556185510961,1556185510615,346,1556185510580,35,381,broad,high,7,0,2217,4023,4.436
2,1556185511438,1556185511094,344,1556185511059,35,379,broad,high,7,5,2217,4023,4.436
2,1556185511940,1556185511582,358,1556185511543,39,397,broad,high,7,10,2217,4023,4.436
2,1556185512431,1556185512078,353,1556185512041,37,390,broad,high,7,20,2217,4023,4.436
2,1556185512900,1556185512568,332,1556185512533,35,367,broad,high,7,30,2217,4023,4.436
3,1556185513397,1556185513038,359,1556185513000,38,397,broad,high,7,0,2217,4023,4.436
3,1556185513886,1556185513541,345,1556185513502,39,384,broad,high,7,5,2217,4023,4.436
3,1556185514377,1556185514024,353,1556185513988,36,389,broad,high,7,10,2217,4023,4.436
3,1556185514849,1556185514513,336,1556185514478,35,371,broad,high,7,20,2217,4023,4.436
3,1556185515317,1556185514988,329,1556185514951,37,366,broad,high,7,30,2217,4023,4.436
4,1556185515804,1556185515456,348,1556185515416,40,388,broad,high,7,0,2217,4023,4.436
4,1556185516298,1556185515942,356,1556185515906,36,392,broad,high,7,5,2217,4023,4.436
4,1556185516784,1556185516441,343,1556185516405,36,379,broad,high,7,10,2217,4023,4.436
4,1556185517269,1556185516918,351,1556185516882,36,387,broad,high,7,20,2217,4023,4.436
4,1556185517761,1556185517412,349,1556185517375,37,386,broad,high,7,30,2217,4023,4.436
5,1556185518243,1556185517896,347,1556185517860,36,383,broad,high,7,0,2217,4023,4.436
5,1556185518708,1556185518376,332,1556185518341,35,367,broad,high,7,5,2217,4023,4.436
5,1556185519214,1556185518846,368,1556185518810,36,404,broad,high,7,10,2217,4023,4.436
5,1556185519714,1556185519349,365,1556185519313,36,401,broad,high,7,20,2217,4023,4.436
5,1556185520192,1556185519854,338,1556185519815,39,377,broad,high,7,30,2217,4023,4.436
6,1556185520706,1556185520335,371,1556185520298,37,408,broad,high,7,0,2217,4023,4.436
6,1556185521198,1556185520847,351,1556185520809,38,389,broad,high,7,5,2217,4023,4.436
6,1556185521702,1556185521339,363,1556185521299,40,403,broad,high,7,10,2217,4023,4.436
6,1556185522194,1556185521841,353,1556185521802,39,392,broad,high,7,20,2217,4023,4.436
6,1556185522680,1556185522331,349,1556185522295,36,385,broad,high,7,30,2217,4023,4.436
7,1556185523163,1556185522817,346,1556185522780,37,383,broad,high,7,0,2217,4023,4.436
7,1556185523647,1556185523300,347,1556185523263,37,384,broad,high,7,5,2217,4023,4.436
7,1556185524142,1556185523781,361,1556185523744,37,398,broad,high,7,10,2217,4023,4.436
7,1556185524639,1556185524286,353,1556185524248,38,391,broad,high,7,20,2217,4023,4.436
7,1556185525120,1556185524780,340,1556185524746,34,374,broad,high,7,30,2217,4023,4.436
8,1556185525605,1556185525256,349,1556185525221,35,384,broad,high,7,0,2217,4023,4.436
8,1556185526085,1556185525741,344,1556185525703,38,382,broad,high,7,5,2217,4023,4.436
8,1556185526574,1556185526226,348,1556185526188,38,386,broad,high,7,10,2217,4023,4.436
8,1556185527064,1556185526709,355,1556185526675,34,389,broad,high,7,20,2217,4023,4.436
8,1556185527547,1556185527198,349,1556185527164,34,383,broad,high,7,30,2217,4023,4.436
9,1556185528060,1556185527687,373,1556185527649,38,411,broad,high,7,0,2217,4023,4.436
9,1556185528566,1556185528195,371,1556185528159,36,407,broad,high,7,5,2217,4023,4.436
9,1556185529073,1556185528703,370,1556185528668,35,405,broad,high,7,10,2217,4023,4.436
9,1556185529608,1556185529215,393,1556185529173,42,435,broad,high,7,20,2217,4023,4.436
9,1556185530130,1556185529745,385,1556185529708,37,422,broad,high,7,30,2217,4023,4.436
10,1556185530634,1556185530279,355,1556185530242,37,392,broad,high,7,0,2217,4023,4.436
10,1556185531134,1556185530777,357,1556185530739,38,395,broad,high,7,5,2217,4023,4.436
10,1556185531634,1556185531269,365,1556185531232,37,402,broad,high,7,10,2217,4023,4.436
10,1556185532130,1556185531771,359,1556185531735,36,395,broad,high,7,20,2217,4023,4.436
10,1556185532615,1556185532268,347,1556185532233,35,382,broad,high,7,30,2217,4023,4.436
11,1556185533105,1556185532752,353,1556185532715,37,390,broad,high,7,0,2217,4023,4.436
11,1556185533599,1556185533242,357,1556185533205,37,394,broad,high,7,5,2217,4023,4.436
11,1556185534093,1556185533736,357,1556185533700,36,393,broad,high,7,10,2217,4023,4.436
11,1556185534580,1556185534231,349,1556185534193,38,387,broad,high,7,20,2217,4023,4.436
11,1556185535073,1556185534715,358,1556185534679,36,394,broad,high,7,30,2217,4023,4.436
0,1556185535417,1556185535202,215,1556185535172,30,245,broad,high,8,0,1996,3446,4.34
0,1556185535764,1556185535548,216,1556185535515,33,249,broad,high,8,5,1996,3446,4.34
0,1556185536102,1556185535887,215,1556185535861,26,241,broad,high,8,10,1996,3446,4.34
0,1556185536442,1556185536225,217,1556185536199,26,243,broad,high,8,20,1996,3446,4.34
0,1556185536790,1556185536578,212,1556185536548,30,242,broad,high,8,30,1996,3446,4.34
1,1556185537141,1556185536915,226,1556185536888,27,253,broad,high,8,0,1996,3446,4.34
1,1556185537495,1556185537275,220,1556185537247,28,248,broad,high,8,5,1996,3446,4.34
1,1556185537859,1556185537633,226,1556185537600,33,259,broad,high,8,10,1996,3446,4.34
1,1556185538207,1556185537986,221,1556185537958,28,249,broad,high,8,20,1996,3446,4.34
1,1556185538550,1556185538333,217,1556185538306,27,244,broad,high,8,30,1996,3446,4.34
2,1556185538890,1556185538677,213,1556185538650,27,240,broad,high,8,0,1996,3446,4.34
2,1556185539260,1556185539029,231,1556185538996,33,264,broad,high,8,5,1996,3446,4.34
2,1556185539619,1556185539396,223,1556185539368,28,251,broad,high,8,10,1996,3446,4.34
2,1556185539976,1556185539750,226,1556185539721,29,255,broad,high,8,20,1996,3446,4.34
2,1556185540319,1556185540104,215,1556185540076,28,243,broad,high,8,30,1996,3446,4.34
3,1556185540671,1556185540446,225,1556185540418,28,253,broad,high,8,0,1996,3446,4.34
3,1556185541030,1556185540804,226,1556185540777,27,253,broad,high,8,5,1996,3446,4.34
3,1556185541388,1556185541167,221,1556185541136,31,252,broad,high,8,10,1996,3446,4.34
3,1556185541744,1556185541522,222,1556185541494,28,250,broad,high,8,20,1996,3446,4.34
3,1556185542112,1556185541875,237,1556185541848,27,264,broad,high,8,30,1996,3446,4.34
4,1556185542463,1556185542241,222,1556185542213,28,250,broad,high,8,0,1996,3446,4.34
4,1556185542799,1556185542588,211,1556185542561,27,238,broad,high,8,5,1996,3446,4.34
4,1556185543161,1556185542932,229,1556185542901,31,260,broad,high,8,10,1996,3446,4.34
4,1556185543504,1556185543287,217,1556185543260,27,244,broad,high,8,20,1996,3446,4.34
4,1556185543855,1556185543635,220,1556185543607,28,248,broad,high,8,30,1996,3446,4.34
5,1556185544198,1556185543981,217,1556185543954,27,244,broad,high,8,0,1996,3446,4.34
5,1556185544545,1556185544323,222,1556185544296,27,249,broad,high,8,5,1996,3446,4.34
5,1556185544893,1556185544674,219,1556185544647,27,246,broad,high,8,10,1996,3446,4.34
5,1556185545240,1556185545018,222,1556185544991,27,249,broad,high,8,20,1996,3446,4.34
5,1556185545584,1556185545366,218,1556185545339,27,245,broad,high,8,30,1996,3446,4.34
6,1556185545932,1556185545715,217,1556185545687,28,245,broad,high,8,0,1996,3446,4.34
6,1556185546282,1556185546060,222,1556185546032,28,250,broad,high,8,5,1996,3446,4.34
6,1556185546649,1556185546421,228,1556185546390,31,259,broad,high,8,10,1996,3446,4.34
6,1556185547012,1556185546785,227,1556185546757,28,255,broad,high,8,20,1996,3446,4.34
6,1556185547369,1556185547141,228,1556185547113,28,256,broad,high,8,30,1996,3446,4.34
7,1556185547715,1556185547500,215,1556185547472,28,243,broad,high,8,0,1996,3446,4.34
7,1556185548054,1556185547841,213,1556185547814,27,240,broad,high,8,5,1996,3446,4.34
7,1556185548409,1556185548192,217,1556185548165,27,244,broad,high,8,10,1996,3446,4.34
7,1556185548765,1556185548541,224,1556185548511,30,254,broad,high,8,20,1996,3446,4.34
7,1556185549122,1556185548901,221,1556185548873,28,249,broad,high,8,30,1996,3446,4.34
8,1556185549483,1556185549254,229,1556185549224,30,259,broad,high,8,0,1996,3446,4.34
8,1556185549887,1556185549633,254,1556185549602,31,285,broad,high,8,5,1996,3446,4.34
8,1556185550253,1556185550019,234,1556185549990,29,263,broad,high,8,10,1996,3446,4.34
8,1556185550604,1556185550382,222,1556185550353,29,251,broad,high,8,20,1996,3446,4.34
8,1556185550966,1556185550739,227,1556185550708,31,258,broad,high,8,30,1996,3446,4.34
9,1556185551323,1556185551100,223,1556185551072,28,251,broad,high,8,0,1996,3446,4.34
9,1556185551688,1556185551448,240,1556185551421,27,267,broad,high,8,5,1996,3446,4.34
9,1556185552043,1556185551813,230,1556185551786,27,257,broad,high,8,10,1996,3446,4.34
9,1556185552392,1556185552170,222,1556185552143,27,249,broad,high,8,20,1996,3446,4.34
9,1556185552750,1556185552523,227,1556185552495,28,255,broad,high,8,30,1996,3446,4.34
10,1556185553107,1556185552880,227,1556185552851,29,256,broad,high,8,0,1996,3446,4.34
10,1556185553387,1556185553239,148,1556185553209,30,178,broad,high,8,5,1996,3446,4.34
10,1556185553742,1556185553517,225,1556185553489,28,253,broad,high,8,10,1996,3446,4.34
10,1556185554106,1556185553871,235,1556185553844,27,262,broad,high,8,20,1996,3446,4.34
10,1556185554456,1556185554234,222,1556185554207,27,249,broad,high,8,30,1996,3446,4.34
11,1556185554845,1556185554623,222,1556185554596,27,249,broad,high,8,0,1996,3446,4.34
11,1556185555205,1556185554978,227,1556185554947,31,258,broad,high,8,5,1996,3446,4.34
11,1556185555571,1556185555331,240,1556185555303,28,268,broad,high,8,10,1996,3446,4.34
11,1556185555933,1556185555702,231,1556185555675,27,258,broad,high,8,20,1996,3446,4.34
11,1556185556300,1556185556063,237,1556185556035,28,265,broad,high,8,30,1996,3446,4.34
0,1556185557653,1556185556482,1171,1556185556401,81,1252,broad,high,9,0,6220,11216,4.51
0,1556185559034,1556185557831,1203,1556185557750,81,1284,broad,high,9,5,6220,11216,4.51
0,1556185560394,1556185559210,1184,1556185559132,78,1262,broad,high,9,10,6220,11216,4.51
0,1556185561769,1556185560574,1195,1556185560492,82,1277,broad,high,9,20,6220,11216,4.51
0,1556185563110,1556185561944,1166,1556185561865,79,1245,broad,high,9,30,6220,11216,4.51
1,1556185564479,1556185563295,1184,1556185563211,84,1268,broad,high,9,0,6220,11216,4.51
1,1556185565864,1556185564674,1190,1556185564590,84,1274,broad,high,9,5,6220,11216,4.51
1,1556185567335,1556185566052,1283,1556185565966,86,1369,broad,high,9,10,6220,11216,4.51
1,1556185568742,1556185567524,1218,1556185567440,84,1302,broad,high,9,20,6220,11216,4.51
1,1556185570153,1556185568926,1227,1556185568838,88,1315,broad,high,9,30,6220,11216,4.51
2,1556185571500,1556185570332,1168,1556185570254,78,1246,broad,high,9,0,6220,11216,4.51
2,1556185572930,1556185571694,1236,1556185571605,89,1325,broad,high,9,5,6220,11216,4.51
2,1556185574274,1556185573111,1163,1556185573028,83,1246,broad,high,9,10,6220,11216,4.51
2,1556185575611,1556185574462,1149,1556185574382,80,1229,broad,high,9,20,6220,11216,4.51
2,1556185576998,1556185575801,1197,1556185575715,86,1283,broad,high,9,30,6220,11216,4.51
3,1556185578370,1556185577182,1188,1556185577101,81,1269,broad,high,9,0,6220,11216,4.51
3,1556185579754,1556185578551,1203,1556185578470,81,1284,broad,high,9,5,6220,11216,4.51
3,1556185581173,1556185579935,1238,1556185579853,82,1320,broad,high,9,10,6220,11216,4.51
3,1556185582523,1556185581355,1168,1556185581275,80,1248,broad,high,9,20,6220,11216,4.51
3,1556185583887,1556185582701,1186,1556185582622,79,1265,broad,high,9,30,6220,11216,4.51
4,1556185585256,1556185584067,1189,1556185583985,82,1271,broad,high,9,0,6220,11216,4.51
4,1556185586644,1556185585435,1209,1556185585354,81,1290,broad,high,9,5,6220,11216,4.51
4,1556185588007,1556185586830,1177,1556185586747,83,1260,broad,high,9,10,6220,11216,4.51
4,1556185589427,1556185588188,1239,1556185588107,81,1320,broad,high,9,20,6220,11216,4.51
4,1556185590833,1556185589617,1216,1556185589526,91,1307,broad,high,9,30,6220,11216,4.51
5,1556185592199,1556185591015,1184,1556185590934,81,1265,broad,high,9,0,6220,11216,4.51
5,1556185593542,1556185592376,1166,1556185592297,79,1245,broad,high,9,5,6220,11216,4.51
5,1556185594915,1556185593723,1192,1556185593640,83,1275,broad,high,9,10,6220,11216,4.51
5,1556185596249,1556185595094,1155,1556185595011,83,1238,broad,high,9,20,6220,11216,4.51
5,1556185597617,1556185596423,1194,1556185596344,79,1273,broad,high,9,30,6220,11216,4.51
6,1556185599028,1556185597810,1218,1556185597728,82,1300,broad,high,9,0,6220,11216,4.51
6,1556185600471,1556185599214,1257,1556185599131,83,1340,broad,high,9,5,6220,11216,4.51
6,1556185601917,1556185600702,1215,1556185600606,96,1311,broad,high,9,10,6220,11216,4.51
6,1556185603254,1556185602102,1152,1556185602017,85,1237,broad,high,9,20,6220,11216,4.51
6,1556185604635,1556185603431,1204,1556185603352,79,1283,broad,high,9,30,6220,11216,4.51
7,1556185606053,1556185604832,1221,1556185604735,97,1318,broad,high,9,0,6220,11216,4.51
7,1556185607445,1556185606234,1211,1556185606152,82,1293,broad,high,9,5,6220,11216,4.51
7,1556185608816,1556185607624,1192,1556185607545,79,1271,broad,high,9,10,6220,11216,4.51
7,1556185610246,1556185609006,1240,1556185608923,83,1323,broad,high,9,20,6220,11216,4.51
7,1556185611680,1556185610442,1238,1556185610354,88,1326,broad,high,9,30,6220,11216,4.51
8,1556185613132,1556185611877,1255,1556185611786,91,1346,broad,high,9,0,6220,11216,4.51
8,1556185614556,1556185613328,1228,1556185613239,88,1317,broad,high,9,5,6220,11216,4.51
8,1556185615951,1556185614736,1215,1556185614656,80,1295,broad,high,9,10,6220,11216,4.51
8,1556185617356,1556185616146,1210,1556185616061,85,1295,broad,high,9,20,6220,11216,4.51
8,1556185618767,1556185617536,1231,1556185617455,81,1312,broad,high,9,30,6220,11216,4.51
9,1556185620210,1556185618957,1253,1556185618872,85,1338,broad,high,9,0,6220,11216,4.51
9,1556185621650,1556185620395,1255,1556185620311,84,1339,broad,high,9,5,6220,11216,4.51
9,1556185623034,1556185621834,1200,1556185621751,83,1283,broad,high,9,10,6220,11216,4.51
9,1556185624468,1556185623215,1253,1556185623135,80,1333,broad,high,9,20,6220,11216,4.51
9,1556185625857,1556185624644,1213,1556185624568,76,1289,broad,high,9,30,6220,11216,4.51
10,1556185627278,1556185626048,1230,1556185625955,93,1323,broad,high,9,0,6220,11216,4.51
10,1556185628643,1556185627462,1181,1556185627377,85,1266,broad,high,9,5,6220,11216,4.51
10,1556185630611,1556185628826,1785,1556185628746,80,1865,broad,high,9,10,6220,11216,4.51
10,1556185632014,1556185630789,1225,1556185630711,78,1303,broad,high,9,20,6220,11216,4.51
10,1556185633422,1556185632206,1216,1556185632121,85,1301,broad,high,9,30,6220,11216,4.51
11,1556185634800,1556185633604,1196,1556185633520,84,1280,broad,high,9,0,6220,11216,4.51
11,1556185636204,1556185634986,1218,1556185634902,84,1302,broad,high,9,5,6220,11216,4.51
11,1556185637620,1556185636392,1228,1556185636303,89,1317,broad,high,9,10,6220,11216,4.51
11,1556185638989,1556185637798,1191,1556185637718,80,1271,broad,high,9,20,6220,11216,4.51
11,1556185640337,1556185639167,1170,1556185639089,78,1248,broad,high,9,30,6220,11216,4.51
0,1556185648406,1556185640686,7720,1556185640436,250,7970,broad,high,10,0,18624,33451,4.564
0,1556185656497,1556185648759,7738,1556185648504,255,7993,broad,high,10,5,18624,33451,4.564
0,1556185664427,1556185656862,7565,1556185656598,264,7829,broad,high,10,10,18624,33451,4.564
0,1556185672427,1556185664794,7633,1556185664527,267,7900,broad,high,10,20,18624,33451,4.564
0,1556185680469,1556185672788,7681,1556185672527,261,7942,broad,high,10,30,18624,33451,4.564
1,1556185688581,1556185680840,7741,1556185680570,270,8011,broad,high,10,0,18624,33451,4.564
1,1556185696656,1556185688943,7713,1556185688684,259,7972,broad,high,10,5,18624,33451,4.564
1,1556185704825,1556185697016,7809,1556185696760,256,8065,broad,high,10,10,18624,33451,4.564
1,1556185712834,1556185705196,7638,1556185704928,268,7906,broad,high,10,20,18624,33451,4.564
1,1556185720853,1556185713200,7653,1556185712936,264,7917,broad,high,10,30,18624,33451,4.564
2,1556185728913,1556185721243,7670,1556185720962,281,7951,broad,high,10,0,18624,33451,4.564
2,1556185736964,1556185729275,7689,1556185729017,258,7947,broad,high,10,5,18624,33451,4.564
2,1556185745182,1556185737338,7844,1556185737071,267,8111,broad,high,10,10,18624,33451,4.564
2,1556185753159,1556185745537,7622,1556185745285,252,7874,broad,high,10,20,18624,33451,4.564
2,1556185761199,1556185753550,7649,1556185753265,285,7934,broad,high,10,30,18624,33451,4.564
3,1556185769325,1556185761580,7745,1556185761311,269,8014,broad,high,10,0,18624,33451,4.564
3,1556185777386,1556185769702,7684,1556185769430,272,7956,broad,high,10,5,18624,33451,4.564
3,1556185785421,1556185777751,7670,1556185777492,259,7929,broad,high,10,10,18624,33451,4.564
3,1556185793567,1556185785785,7782,1556185785523,262,8044,broad,high,10,20,18624,33451,4.564
3,1556185801647,1556185793938,7709,1556185793672,266,7975,broad,high,10,30,18624,33451,4.564
4,1556185809819,1556185802009,7810,1556185801748,261,8071,broad,high,10,0,18624,33451,4.564
4,1556185817721,1556185810186,7535,1556185809922,264,7799,broad,high,10,5,18624,33451,4.564
4,1556185825801,1556185818094,7707,1556185817819,275,7982,broad,high,10,10,18624,33451,4.564
4,1556185833849,1556185826174,7675,1556185825907,267,7942,broad,high,10,20,18624,33451,4.564
4,1556185842002,1556185834219,7783,1556185833950,269,8052,broad,high,10,30,18624,33451,4.564
5,1556185849995,1556185842356,7639,1556185842103,253,7892,broad,high,10,0,18624,33451,4.564
5,1556185858062,1556185850369,7693,1556185850102,267,7960,broad,high,10,5,18624,33451,4.564
5,1556185866297,1556185858429,7868,1556185858170,259,8127,broad,high,10,10,18624,33451,4.564
5,1556185874460,1556185866666,7794,1556185866403,263,8057,broad,high,10,20,18624,33451,4.564
5,1556185882752,1556185874817,7935,1556185874560,257,8192,broad,high,10,30,18624,33451,4.564
6,1556185890850,1556185883108,7742,1556185882853,255,7997,broad,high,10,0,18624,33451,4.564
6,1556185898950,1556185891244,7706,1556185890962,282,7988,broad,high,10,5,18624,33451,4.564
6,1556185907036,1556185899316,7720,1556185899058,258,7978,broad,high,10,10,18624,33451,4.564
6,1556185915241,1556185907402,7839,1556185907140,262,8101,broad,high,10,20,18624,33451,4.564
6,1556185923402,1556185915600,7802,1556185915342,258,8060,broad,high,10,30,18624,33451,4.564
7,1556185931586,1556185923784,7802,1556185923507,277,8079,broad,high,10,0,18624,33451,4.564
7,1556185939559,1556185931950,7609,1556185931689,261,7870,broad,high,10,5,18624,33451,4.564
7,1556185947556,1556185939930,7626,1556185939666,264,7890,broad,high,10,10,18624,33451,4.564
7,1556185955593,1556185947918,7675,1556185947661,257,7932,broad,high,10,20,18624,33451,4.564
7,1556185963953,1556185955933,8020,1556185955690,243,8263,broad,high,10,30,18624,33451,4.564
8,1556185972339,1556185964336,8003,1556185964057,279,8282,broad,high,10,0,18624,33451,4.564
8,1556185980455,1556185972714,7741,1556185972439,275,8016,broad,high,10,5,18624,33451,4.564
8,1556185988538,1556185980818,7720,1556185980556,262,7982,broad,high,10,10,18624,33451,4.564
8,1556185996645,1556185988940,7705,1556185988637,303,8008,broad,high,10,20,18624,33451,4.564
8,1556186004644,1556185996998,7646,1556185996747,251,7897,broad,high,10,30,18624,33451,4.564
9,1556186012828,1556186005040,7788,1556186004748,292,8080,broad,high,10,0,18624,33451,4.564
9,1556186021172,1556186013197,7975,1556186012927,270,8245,broad,high,10,5,18624,33451,4.564
9,1556186029268,1556186021550,7718,1556186021281,269,7987,broad,high,10,10,18624,33451,4.564
9,1556186037415,1556186029631,7784,1556186029371,260,8044,broad,high,10,20,18624,33451,4.564
9,1556186045608,1556186037777,7831,1556186037522,255,8086,broad,high,10,30,18624,33451,4.564
10,1556186053672,1556186045977,7695,1556186045713,264,7959,broad,high,10,0,18624,33451,4.564
10,1556186061966,1556186054038,7928,1556186053771,267,8195,broad,high,10,5,18624,33451,4.564
10,1556186070175,1556186062328,7847,1556186062067,261,8108,broad,high,10,10,18624,33451,4.564
10,1556186078239,1556186070555,7684,1556186070287,268,7952,broad,high,10,20,18624,33451,4.564
10,1556186086204,1556186078608,7596,1556186078342,266,7862,broad,high,10,30,18624,33451,4.564
11,1556186094346,1556186086578,7768,1556186086308,270,8038,broad,high,10,0,18624,33451,4.564
11,1556186102570,1556186094720,7850,1556186094447,273,8123,broad,high,10,5,18624,33451,4.564
11,1556186110643,1556186102940,7703,1556186102673,267,7970,broad,high,10,10,18624,33451,4.564
11,1556186119041,1556186111027,8014,1556186110761,266,8280,broad,high,10,20,18624,33451,4.564
11,1556186127187,1556186119410,7777,1556186119145,265,8042,broad,high,10,30,18624,33451,4.564
0,1556186127292,1556186127289,3,1556186127288,1,4,broad,low,2,0,13,21,5.25
0,1556186127389,1556186127386,3,1556186127385,1,4,broad,low,2,5,13,21,5.25
0,1556186127486,1556186127483,3,1556186127482,1,4,broad,low,2,10,13,21,5.25
0,1556186127583,1556186127581,2,1556186127580,1,3,broad,low,2,20,13,21,5.25
0,1556186127677,1556186127674,3,1556186127673,1,4,broad,low,2,30,13,21,5.25
1,1556186127771,1556186127769,2,1556186127767,2,4,broad,low,2,0,13,21,5.25
1,1556186127872,1556186127869,3,1556186127868,1,4,broad,low,2,5,13,21,5.25
1,1556186127970,1556186127967,3,1556186127966,1,4,broad,low,2,10,13,21,5.25
1,1556186128065,1556186128062,3,1556186128061,1,4,broad,low,2,20,13,21,5.25
1,1556186128163,1556186128160,3,1556186128159,1,4,broad,low,2,30,13,21,5.25
2,1556186128256,1556186128253,3,1556186128252,1,4,broad,low,2,0,13,21,5.25
2,1556186128350,1556186128348,2,1556186128347,1,3,broad,low,2,5,13,21,5.25
2,1556186128448,1556186128445,3,1556186128444,1,4,broad,low,2,10,13,21,5.25
2,1556186128547,1556186128544,3,1556186128543,1,4,broad,low,2,20,13,21,5.25
2,1556186128649,1556186128646,3,1556186128645,1,4,broad,low,2,30,13,21,5.25
3,1556186128742,1556186128739,3,1556186128738,1,4,broad,low,2,0,13,21,5.25
3,1556186128839,1556186128837,2,1556186128836,1,3,broad,low,2,5,13,21,5.25
3,1556186128943,1556186128940,3,1556186128939,1,4,broad,low,2,10,13,21,5.25
