strategyID,endTime,algorithmStartTime,algorithmDuration,startTime,setupDuration,duration,variation,frequency,depth,deviation,nodes,edges,calls
0,1555918868289,1555918868286,3,1555918868285,1,4,broad,low,2,0,13,21,5.25
0,1555918868388,1555918868385,3,1555918868384,1,4,broad,low,2,5,13,21,5.25
0,1555918868486,1555918868484,2,1555918868483,1,3,broad,low,2,10,13,21,5.25
0,1555918868584,1555918868581,3,1555918868579,2,5,broad,low,2,20,13,21,5.25
0,1555918868679,1555918868676,3,1555918868675,1,4,broad,low,2,30,13,21,5.25
1,1555918868775,1555918868772,3,1555918868771,1,4,broad,low,2,0,13,21,5.25
1,1555918868871,1555918868868,3,1555918868867,1,4,broad,low,2,5,13,21,5.25
1,1555918868968,1555918868965,3,1555918868964,1,4,broad,low,2,10,13,21,5.25
1,1555918869067,1555918869065,2,1555918869064,1,3,broad,low,2,20,13,21,5.25
1,1555918869163,1555918869161,2,1555918869160,1,3,broad,low,2,30,13,21,5.25
2,1555918869258,1555918869255,3,1555918869254,1,4,broad,low,2,0,13,21,5.25
2,1555918869355,1555918869352,3,1555918869351,1,4,broad,low,2,5,13,21,5.25
2,1555918869452,1555918869449,3,1555918869448,1,4,broad,low,2,10,13,21,5.25
2,1555918869548,1555918869545,3,1555918869544,1,4,broad,low,2,20,13,21,5.25
2,1555918869646,1555918869643,3,1555918869642,1,4,broad,low,2,30,13,21,5.25
3,1555918869741,1555918869738,3,1555918869737,1,4,broad,low,2,0,13,21,5.25
3,1555918869847,1555918869844,3,1555918869843,1,4,broad,low,2,5,13,21,5.25
3,1555918869941,1555918869938,3,1555918869937,1,4,broad,low,2,10,13,21,5.25
3,1555918870048,1555918870046,2,1555918870044,2,4,broad,low,2,20,13,21,5.25
3,1555918870146,1555918870143,3,1555918870142,1,4,broad,low,2,30,13,21,5.25
4,1555918870248,1555918870245,3,1555918870243,2,5,broad,low,2,0,13,21,5.25
4,1555918870343,1555918870339,4,1555918870338,1,5,broad,low,2,5,13,21,5.25
4,1555918870444,1555918870442,2,1555918870440,2,4,broad,low,2,10,13,21,5.25
4,1555918870541,1555918870538,3,1555918870537,1,4,broad,low,2,20,13,21,5.25
4,1555918870636,1555918870634,2,1555918870633,1,3,broad,low,2,30,13,21,5.25
5,1555918870731,1555918870728,3,1555918870727,1,4,broad,low,2,0,13,21,5.25
5,1555918870830,1555918870827,3,1555918870826,1,4,broad,low,2,5,13,21,5.25
5,1555918870931,1555918870928,3,1555918870927,1,4,broad,low,2,10,13,21,5.25
5,1555918871035,1555918871033,2,1555918871032,1,3,broad,low,2,20,13,21,5.25
5,1555918871138,1555918871135,3,1555918871134,1,4,broad,low,2,30,13,21,5.25
6,1555918871238,1555918871235,3,1555918871234,1,4,broad,low,2,0,13,21,5.25
6,1555918871335,1555918871332,3,1555918871331,1,4,broad,low,2,5,13,21,5.25
6,1555918871434,1555918871431,3,1555918871430,1,4,broad,low,2,10,13,21,5.25
6,1555918871533,1555918871530,3,1555918871529,1,4,broad,low,2,20,13,21,5.25
6,1555918871630,1555918871627,3,1555918871626,1,4,broad,low,2,30,13,21,5.25
7,1555918871726,1555918871723,3,1555918871722,1,4,broad,low,2,0,13,21,5.25
7,1555918871820,1555918871817,3,1555918871816,1,4,broad,low,2,5,13,21,5.25
7,1555918871919,1555918871915,4,1555918871914,1,5,broad,low,2,10,13,21,5.25
7,1555918872016,1555918872013,3,1555918872012,1,4,broad,low,2,20,13,21,5.25
7,1555918872117,1555918872114,3,1555918872113,1,4,broad,low,2,30,13,21,5.25
8,1555918872214,1555918872211,3,1555918872210,1,4,broad,low,2,0,13,21,5.25
8,1555918872315,1555918872312,3,1555918872311,1,4,broad,low,2,5,13,21,5.25
8,1555918872410,1555918872407,3,1555918872406,1,4,broad,low,2,10,13,21,5.25
8,1555918872507,1555918872504,3,1555918872503,1,4,broad,low,2,20,13,21,5.25
8,1555918872609,1555918872606,3,1555918872605,1,4,broad,low,2,30,13,21,5.25
9,1555918872707,1555918872703,4,1555918872702,1,5,broad,low,2,0,13,21,5.25
9,1555918872809,1555918872806,3,1555918872805,1,4,broad,low,2,5,13,21,5.25
9,1555918872912,1555918872909,3,1555918872907,2,5,broad,low,2,10,13,21,5.25
9,1555918873005,1555918873002,3,1555918873001,1,4,broad,low,2,20,13,21,5.25
9,1555918873099,1555918873096,3,1555918873095,1,4,broad,low,2,30,13,21,5.25
10,1555918873204,1555918873200,4,1555918873199,1,5,broad,low,2,0,13,21,5.25
10,1555918873302,1555918873299,3,1555918873298,1,4,broad,low,2,5,13,21,5.25
10,1555918873402,1555918873399,3,1555918873398,1,4,broad,low,2,10,13,21,5.25
10,1555918873503,1555918873500,3,1555918873498,2,5,broad,low,2,20,13,21,5.25
10,1555918873599,1555918873596,3,1555918873595,1,4,broad,low,2,30,13,21,5.25
11,1555918873694,1555918873691,3,1555918873689,2,5,broad,low,2,0,13,21,5.25
11,1555918873787,1555918873784,3,1555918873783,1,4,broad,low,2,5,13,21,5.25
11,1555918873884,1555918873881,3,1555918873880,1,4,broad,low,2,10,13,21,5.25
11,1555918873980,1555918873977,3,1555918873976,1,4,broad,low,2,20,13,21,5.25
11,1555918874079,1555918874076,3,1555918874074,2,5,broad,low,2,30,13,21,5.25
0,1555918874176,1555918874173,3,1555918874171,2,5,broad,low,3,0,42,62,3.875
0,1555918874278,1555918874275,3,1555918874274,1,4,broad,low,3,5,42,62,3.875
0,1555918874376,1555918874373,3,1555918874372,1,4,broad,low,3,10,42,62,3.875
0,1555918874482,1555918874479,3,1555918874478,1,4,broad,low,3,20,42,62,3.875
0,1555918874579,1555918874576,3,1555918874574,2,5,broad,low,3,30,42,62,3.875
1,1555918874684,1555918874680,4,1555918874678,2,6,broad,low,3,0,42,62,3.875
1,1555918874777,1555918874774,3,1555918874772,2,5,broad,low,3,5,42,62,3.875
1,1555918874873,1555918874869,4,1555918874868,1,5,broad,low,3,10,42,62,3.875
1,1555918874974,1555918874970,4,1555918874969,1,5,broad,low,3,20,42,62,3.875
1,1555918875072,1555918875069,3,1555918875068,1,4,broad,low,3,30,42,62,3.875
2,1555918875169,1555918875165,4,1555918875164,1,5,broad,low,3,0,42,62,3.875
2,1555918875271,1555918875268,3,1555918875267,1,4,broad,low,3,5,42,62,3.875
2,1555918875367,1555918875363,4,1555918875362,1,5,broad,low,3,10,42,62,3.875
2,1555918875465,1555918875461,4,1555918875460,1,5,broad,low,3,20,42,62,3.875
2,1555918875561,1555918875557,4,1555918875556,1,5,broad,low,3,30,42,62,3.875
3,1555918875656,1555918875653,3,1555918875652,1,4,broad,low,3,0,42,62,3.875
3,1555918875753,1555918875749,4,1555918875748,1,5,broad,low,3,5,42,62,3.875
3,1555918875847,1555918875844,3,1555918875843,1,4,broad,low,3,10,42,62,3.875
3,1555918875945,1555918875942,3,1555918875940,2,5,broad,low,3,20,42,62,3.875
3,1555918876045,1555918876042,3,1555918876040,2,5,broad,low,3,30,42,62,3.875
4,1555918876147,1555918876143,4,1555918876142,1,5,broad,low,3,0,42,62,3.875
4,1555918876244,1555918876241,3,1555918876239,2,5,broad,low,3,5,42,62,3.875
4,1555918876345,1555918876338,7,1555918876337,1,8,broad,low,3,10,42,62,3.875
4,1555918876443,1555918876440,3,1555918876439,1,4,broad,low,3,20,42,62,3.875
4,1555918876543,1555918876540,3,1555918876539,1,4,broad,low,3,30,42,62,3.875
5,1555918876638,1555918876635,3,1555918876633,2,5,broad,low,3,0,42,62,3.875
5,1555918876736,1555918876732,4,1555918876731,1,5,broad,low,3,5,42,62,3.875
5,1555918876834,1555918876830,4,1555918876829,1,5,broad,low,3,10,42,62,3.875
5,1555918876933,1555918876930,3,1555918876929,1,4,broad,low,3,20,42,62,3.875
5,1555918877032,1555918877029,3,1555918877027,2,5,broad,low,3,30,42,62,3.875
6,1555918877132,1555918877128,4,1555918877127,1,5,broad,low,3,0,42,62,3.875
6,1555918877235,1555918877232,3,1555918877231,1,4,broad,low,3,5,42,62,3.875
6,1555918877336,1555918877333,3,1555918877331,2,5,broad,low,3,10,42,62,3.875
6,1555918877433,1555918877430,3,1555918877428,2,5,broad,low,3,20,42,62,3.875
6,1555918877530,1555918877527,3,1555918877525,2,5,broad,low,3,30,42,62,3.875
7,1555918877625,1555918877621,4,1555918877620,1,5,broad,low,3,0,42,62,3.875
7,1555918877724,1555918877720,4,1555918877719,1,5,broad,low,3,5,42,62,3.875
7,1555918877819,1555918877816,3,1555918877814,2,5,broad,low,3,10,42,62,3.875
7,1555918877915,1555918877912,3,1555918877910,2,5,broad,low,3,20,42,62,3.875
7,1555918878010,1555918878007,3,1555918878005,2,5,broad,low,3,30,42,62,3.875
8,1555918878108,1555918878105,3,1555918878103,2,5,broad,low,3,0,42,62,3.875
8,1555918878206,1555918878202,4,1555918878201,1,5,broad,low,3,5,42,62,3.875
8,1555918878302,1555918878298,4,1555918878297,1,5,broad,low,3,10,42,62,3.875
8,1555918878401,1555918878398,3,1555918878396,2,5,broad,low,3,20,42,62,3.875
8,1555918878499,1555918878495,4,1555918878494,1,5,broad,low,3,30,42,62,3.875
9,1555918878599,1555918878595,4,1555918878593,2,6,broad,low,3,0,42,62,3.875
9,1555918878693,1555918878689,4,1555918878688,1,5,broad,low,3,5,42,62,3.875
9,1555918878787,1555918878783,4,1555918878782,1,5,broad,low,3,10,42,62,3.875
9,1555918878888,1555918878884,4,1555918878883,1,5,broad,low,3,20,42,62,3.875
9,1555918878993,1555918878989,4,1555918878987,2,6,broad,low,3,30,42,62,3.875
10,1555918879092,1555918879088,4,1555918879087,1,5,broad,low,3,0,42,62,3.875
10,1555918879193,1555918879189,4,1555918879187,2,6,broad,low,3,5,42,62,3.875
10,1555918879297,1555918879293,4,1555918879291,2,6,broad,low,3,10,42,62,3.875
10,1555918879398,1555918879394,4,1555918879392,2,6,broad,low,3,20,42,62,3.875
10,1555918879497,1555918879493,4,1555918879492,1,5,broad,low,3,30,42,62,3.875
11,1555918879598,1555918879594,4,1555918879593,1,5,broad,low,3,0,42,62,3.875
11,1555918879710,1555918879706,4,1555918879705,1,5,broad,low,3,5,42,62,3.875
11,1555918879808,1555918879805,3,1555918879803,2,5,broad,low,3,10,42,62,3.875
11,1555918879908,1555918879904,4,1555918879903,1,5,broad,low,3,20,42,62,3.875
11,1555918880006,1555918880002,4,1555918880001,1,5,broad,low,3,30,42,62,3.875
0,1555918880110,1555918880106,4,1555918880104,2,6,broad,low,4,0,52,98,4.261
0,1555918880213,1555918880209,4,1555918880207,2,6,broad,low,4,5,52,98,4.261
0,1555918880316,1555918880312,4,1555918880310,2,6,broad,low,4,10,52,98,4.261
0,1555918880418,1555918880414,4,1555918880412,2,6,broad,low,4,20,52,98,4.261
0,1555918880519,1555918880515,4,1555918880512,3,7,broad,low,4,30,52,98,4.261
1,1555918880617,1555918880613,4,1555918880611,2,6,broad,low,4,0,52,98,4.261
1,1555918880724,1555918880719,5,1555918880717,2,7,broad,low,4,5,52,98,4.261
1,1555918880824,1555918880820,4,1555918880818,2,6,broad,low,4,10,52,98,4.261
1,1555918880924,1555918880919,5,1555918880917,2,7,broad,low,4,20,52,98,4.261
1,1555918881023,1555918881019,4,1555918881017,2,6,broad,low,4,30,52,98,4.261
2,1555918881133,1555918881129,4,1555918881127,2,6,broad,low,4,0,52,98,4.261
2,1555918881241,1555918881236,5,1555918881235,1,6,broad,low,4,5,52,98,4.261
2,1555918881343,1555918881338,5,1555918881336,2,7,broad,low,4,10,52,98,4.261
2,1555918881441,1555918881437,4,1555918881434,3,7,broad,low,4,20,52,98,4.261
2,1555918881547,1555918881543,4,1555918881541,2,6,broad,low,4,30,52,98,4.261
3,1555918881647,1555918881643,4,1555918881641,2,6,broad,low,4,0,52,98,4.261
3,1555918881752,1555918881748,4,1555918881745,3,7,broad,low,4,5,52,98,4.261
3,1555918881851,1555918881846,5,1555918881844,2,7,broad,low,4,10,52,98,4.261
3,1555918881947,1555918881943,4,1555918881941,2,6,broad,low,4,20,52,98,4.261
3,1555918882047,1555918882043,4,1555918882041,2,6,broad,low,4,30,52,98,4.261
4,1555918882160,1555918882156,4,1555918882154,2,6,broad,low,4,0,52,98,4.261
4,1555918882259,1555918882255,4,1555918882253,2,6,broad,low,4,5,52,98,4.261
4,1555918882360,1555918882356,4,1555918882354,2,6,broad,low,4,10,52,98,4.261
4,1555918882462,1555918882458,4,1555918882456,2,6,broad,low,4,20,52,98,4.261
4,1555918882558,1555918882554,4,1555918882552,2,6,broad,low,4,30,52,98,4.261
5,1555918882655,1555918882651,4,1555918882649,2,6,broad,low,4,0,52,98,4.261
5,1555918882753,1555918882749,4,1555918882747,2,6,broad,low,4,5,52,98,4.261
5,1555918882852,1555918882848,4,1555918882846,2,6,broad,low,4,10,52,98,4.261
5,1555918882950,1555918882946,4,1555918882944,2,6,broad,low,4,20,52,98,4.261
5,1555918883048,1555918883044,4,1555918883042,2,6,broad,low,4,30,52,98,4.261
6,1555918883149,1555918883145,4,1555918883143,2,6,broad,low,4,0,52,98,4.261
6,1555918883246,1555918883242,4,1555918883240,2,6,broad,low,4,5,52,98,4.261
6,1555918883343,1555918883340,3,1555918883338,2,5,broad,low,4,10,52,98,4.261
6,1555918883439,1555918883435,4,1555918883433,2,6,broad,low,4,20,52,98,4.261
6,1555918883541,1555918883536,5,1555918883534,2,7,broad,low,4,30,52,98,4.261
7,1555918883639,1555918883634,5,1555918883632,2,7,broad,low,4,0,52,98,4.261
7,1555918883737,1555918883732,5,1555918883730,2,7,broad,low,4,5,52,98,4.261
7,1555918883839,1555918883835,4,1555918883833,2,6,broad,low,4,10,52,98,4.261
7,1555918883939,1555918883934,5,1555918883932,2,7,broad,low,4,20,52,98,4.261
7,1555918884039,1555918884035,4,1555918884033,2,6,broad,low,4,30,52,98,4.261
8,1555918884142,1555918884137,5,1555918884135,2,7,broad,low,4,0,52,98,4.261
8,1555918884247,1555918884242,5,1555918884239,3,8,broad,low,4,5,52,98,4.261
8,1555918884351,1555918884346,5,1555918884344,2,7,broad,low,4,10,52,98,4.261
8,1555918884450,1555918884445,5,1555918884443,2,7,broad,low,4,20,52,98,4.261
8,1555918884549,1555918884545,4,1555918884543,2,6,broad,low,4,30,52,98,4.261
9,1555918884648,1555918884643,5,1555918884641,2,7,broad,low,4,0,52,98,4.261
9,1555918884746,1555918884741,5,1555918884739,2,7,broad,low,4,5,52,98,4.261
9,1555918884845,1555918884841,4,1555918884839,2,6,broad,low,4,10,52,98,4.261
9,1555918884945,1555918884940,5,1555918884938,2,7,broad,low,4,20,52,98,4.261
9,1555918885046,1555918885042,4,1555918885040,2,6,broad,low,4,30,52,98,4.261
10,1555918885143,1555918885139,4,1555918885137,2,6,broad,low,4,0,52,98,4.261
10,1555918885242,1555918885237,5,1555918885236,1,6,broad,low,4,5,52,98,4.261
10,1555918885337,1555918885333,4,1555918885331,2,6,broad,low,4,10,52,98,4.261
10,1555918885443,1555918885438,5,1555918885436,2,7,broad,low,4,20,52,98,4.261
10,1555918885543,1555918885537,6,1555918885535,2,8,broad,low,4,30,52,98,4.261
11,1555918885642,1555918885637,5,1555918885635,2,7,broad,low,4,0,52,98,4.261
11,1555918885741,1555918885736,5,1555918885735,1,6,broad,low,4,5,52,98,4.261
11,1555918885839,1555918885835,4,1555918885833,2,6,broad,low,4,10,52,98,4.261
11,1555918885948,1555918885942,6,1555918885940,2,8,broad,low,4,20,52,98,4.261
11,1555918886052,1555918886048,4,1555918886046,2,6,broad,low,4,30,52,98,4.261
0,1555918886168,1555918886153,15,1555918886149,4,19,broad,low,5,0,214,387,4.5
0,1555918886281,1555918886265,16,1555918886262,3,19,broad,low,5,5,214,387,4.5
0,1555918886393,1555918886378,15,1555918886375,3,18,broad,low,5,10,214,387,4.5
0,1555918886511,1555918886495,16,1555918886490,5,21,broad,low,5,20,214,387,4.5
0,1555918886622,1555918886607,15,1555918886603,4,19,broad,low,5,30,214,387,4.5
1,1555918886737,1555918886722,15,1555918886718,4,19,broad,low,5,0,214,387,4.5
1,1555918886853,1555918886836,17,1555918886833,3,20,broad,low,5,5,214,387,4.5
1,1555918886968,1555918886953,15,1555918886949,4,19,broad,low,5,10,214,387,4.5
1,1555918887080,1555918887065,15,1555918887062,3,18,broad,low,5,20,214,387,4.5
1,1555918887188,1555918887173,15,1555918887170,3,18,broad,low,5,30,214,387,4.5
2,1555918887303,1555918887288,15,1555918887284,4,19,broad,low,5,0,214,387,4.5
2,1555918887419,1555918887404,15,1555918887401,3,18,broad,low,5,5,214,387,4.5
2,1555918887528,1555918887513,15,1555918887509,4,19,broad,low,5,10,214,387,4.5
2,1555918887639,1555918887623,16,1555918887620,3,19,broad,low,5,20,214,387,4.5
2,1555918887747,1555918887732,15,1555918887728,4,19,broad,low,5,30,214,387,4.5
3,1555918887866,1555918887852,14,1555918887848,4,18,broad,low,5,0,214,387,4.5
3,1555918887983,1555918887968,15,1555918887964,4,19,broad,low,5,5,214,387,4.5
3,1555918888095,1555918888080,15,1555918888076,4,19,broad,low,5,10,214,387,4.5
3,1555918888207,1555918888192,15,1555918888188,4,19,broad,low,5,20,214,387,4.5
3,1555918888317,1555918888302,15,1555918888299,3,18,broad,low,5,30,214,387,4.5
4,1555918888430,1555918888413,17,1555918888410,3,20,broad,low,5,0,214,387,4.5
4,1555918888549,1555918888533,16,1555918888529,4,20,broad,low,5,5,214,387,4.5
4,1555918888663,1555918888646,17,1555918888643,3,20,broad,low,5,10,214,387,4.5
4,1555918888778,1555918888762,16,1555918888759,3,19,broad,low,5,20,214,387,4.5
4,1555918888895,1555918888878,17,1555918888874,4,21,broad,low,5,30,214,387,4.5
5,1555918889007,1555918888992,15,1555918888988,4,19,broad,low,5,0,214,387,4.5
5,1555918889124,1555918889106,18,1555918889102,4,22,broad,low,5,5,214,387,4.5
5,1555918889243,1555918889227,16,1555918889223,4,20,broad,low,5,10,214,387,4.5
5,1555918889363,1555918889345,18,1555918889341,4,22,broad,low,5,20,214,387,4.5
5,1555918889491,1555918889473,18,1555918889470,3,21,broad,low,5,30,214,387,4.5
6,1555918889600,1555918889585,15,1555918889581,4,19,broad,low,5,0,214,387,4.5
6,1555918889719,1555918889702,17,1555918889698,4,21,broad,low,5,5,214,387,4.5
6,1555918889835,1555918889817,18,1555918889813,4,22,broad,low,5,10,214,387,4.5
6,1555918889954,1555918889938,16,1555918889934,4,20,broad,low,5,20,214,387,4.5
6,1555918890074,1555918890054,20,1555918890050,4,24,broad,low,5,30,214,387,4.5
7,1555918890193,1555918890177,16,1555918890173,4,20,broad,low,5,0,214,387,4.5
7,1555918890309,1555918890292,17,1555918890288,4,21,broad,low,5,5,214,387,4.5
7,1555918890421,1555918890404,17,1555918890401,3,20,broad,low,5,10,214,387,4.5
7,1555918890539,1555918890522,17,1555918890518,4,21,broad,low,5,20,214,387,4.5
7,1555918890649,1555918890633,16,1555918890629,4,20,broad,low,5,30,214,387,4.5
8,1555918890759,1555918890742,17,1555918890739,3,20,broad,low,5,0,214,387,4.5
8,1555918890876,1555918890858,18,1555918890855,3,21,broad,low,5,5,214,387,4.5
8,1555918890993,1555918890975,18,1555918890971,4,22,broad,low,5,10,214,387,4.5
8,1555918891104,1555918891087,17,1555918891083,4,21,broad,low,5,20,214,387,4.5
8,1555918891218,1555918891200,18,1555918891196,4,22,broad,low,5,30,214,387,4.5
9,1555918891338,1555918891317,21,1555918891311,6,27,broad,low,5,0,214,387,4.5
9,1555918891450,1555918891432,18,1555918891429,3,21,broad,low,5,5,214,387,4.5
9,1555918891569,1555918891552,17,1555918891548,4,21,broad,low,5,10,214,387,4.5
9,1555918891681,1555918891664,17,1555918891661,3,20,broad,low,5,20,214,387,4.5
9,1555918891795,1555918891777,18,1555918891774,3,21,broad,low,5,30,214,387,4.5
10,1555918891906,1555918891889,17,1555918891886,3,20,broad,low,5,0,214,387,4.5
10,1555918892019,1555918892001,18,1555918891998,3,21,broad,low,5,5,214,387,4.5
10,1555918892138,1555918892121,17,1555918892117,4,21,broad,low,5,10,214,387,4.5
10,1555918892254,1555918892235,19,1555918892232,3,22,broad,low,5,20,214,387,4.5
10,1555918892366,1555918892349,17,1555918892345,4,21,broad,low,5,30,214,387,4.5
11,1555918892487,1555918892469,18,1555918892465,4,22,broad,low,5,0,214,387,4.5
11,1555918892603,1555918892586,17,1555918892582,4,21,broad,low,5,5,214,387,4.5
11,1555918892722,1555918892705,17,1555918892701,4,21,broad,low,5,10,214,387,4.5
11,1555918892836,1555918892818,18,1555918892815,3,21,broad,low,5,20,214,387,4.5
11,1555918892954,1555918892936,18,1555918892932,4,22,broad,low,5,30,214,387,4.5
0,1555918893124,1555918893057,67,1555918893048,9,76,broad,low,6,0,733,1312,4.463
0,1555918893295,1555918893227,68,1555918893218,9,77,broad,low,6,5,733,1312,4.463
0,1555918893460,1555918893396,64,1555918893387,9,73,broad,low,6,10,733,1312,4.463
0,1555918893648,1555918893574,74,1555918893565,9,83,broad,low,6,20,733,1312,4.463
0,1555918893819,1555918893752,67,1555918893742,10,77,broad,low,6,30,733,1312,4.463
1,1555918893987,1555918893921,66,1555918893911,10,76,broad,low,6,0,733,1312,4.463
1,1555918894168,1555918894092,76,1555918894083,9,85,broad,low,6,5,733,1312,4.463
1,1555918894337,1555918894271,66,1555918894262,9,75,broad,low,6,10,733,1312,4.463
1,1555918894505,1555918894437,68,1555918894428,9,77,broad,low,6,20,733,1312,4.463
1,1555918894673,1555918894606,67,1555918894597,9,76,broad,low,6,30,733,1312,4.463
2,1555918894840,1555918894772,68,1555918894764,8,76,broad,low,6,0,733,1312,4.463
2,1555918895007,1555918894939,68,1555918894931,8,76,broad,low,6,5,733,1312,4.463
2,1555918895178,1555918895109,69,1555918895101,8,77,broad,low,6,10,733,1312,4.463
2,1555918895354,1555918895283,71,1555918895274,9,80,broad,low,6,20,733,1312,4.463
2,1555918895532,1555918895459,73,1555918895450,9,82,broad,low,6,30,733,1312,4.463
3,1555918895705,1555918895637,68,1555918895627,10,78,broad,low,6,0,733,1312,4.463
3,1555918895891,1555918895811,80,1555918895803,8,88,broad,low,6,5,733,1312,4.463
3,1555918896081,1555918896008,73,1555918895999,9,82,broad,low,6,10,733,1312,4.463
3,1555918896249,1555918896182,67,1555918896173,9,76,broad,low,6,20,733,1312,4.463
3,1555918896417,1555918896350,67,1555918896341,9,76,broad,low,6,30,733,1312,4.463
4,1555918896586,1555918896516,70,1555918896507,9,79,broad,low,6,0,733,1312,4.463
4,1555918896755,1555918896686,69,1555918896677,9,78,broad,low,6,5,733,1312,4.463
4,1555918896933,1555918896859,74,1555918896850,9,83,broad,low,6,10,733,1312,4.463
4,1555918897127,1555918897055,72,1555918897046,9,81,broad,low,6,20,733,1312,4.463
4,1555918897301,1555918897230,71,1555918897221,9,80,broad,low,6,30,733,1312,4.463
5,1555918897478,1555918897409,69,1555918897400,9,78,broad,low,6,0,733,1312,4.463
5,1555918897650,1555918897581,69,1555918897572,9,78,broad,low,6,5,733,1312,4.463
5,1555918897819,1555918897751,68,1555918897742,9,77,broad,low,6,10,733,1312,4.463
5,1555918898005,1555918897932,73,1555918897922,10,83,broad,low,6,20,733,1312,4.463
5,1555918898195,1555918898121,74,1555918898111,10,84,broad,low,6,30,733,1312,4.463
6,1555918898364,1555918898295,69,1555918898286,9,78,broad,low,6,0,733,1312,4.463
6,1555918898535,1555918898463,72,1555918898454,9,81,broad,low,6,5,733,1312,4.463
6,1555918898711,1555918898637,74,1555918898628,9,83,broad,low,6,10,733,1312,4.463
6,1555918898890,1555918898818,72,1555918898809,9,81,broad,low,6,20,733,1312,4.463
6,1555918899081,1555918899005,76,1555918898995,10,86,broad,low,6,30,733,1312,4.463
7,1555918899269,1555918899198,71,1555918899188,10,81,broad,low,6,0,733,1312,4.463
7,1555918899446,1555918899372,74,1555918899363,9,83,broad,low,6,5,733,1312,4.463
7,1555918899628,1555918899558,70,1555918899549,9,79,broad,low,6,10,733,1312,4.463
7,1555918899816,1555918899733,83,1555918899723,10,93,broad,low,6,20,733,1312,4.463
7,1555918900001,1555918899928,73,1555918899919,9,82,broad,low,6,30,733,1312,4.463
8,1555918900177,1555918900104,73,1555918900095,9,82,broad,low,6,0,733,1312,4.463
8,1555918900353,1555918900280,73,1555918900271,9,82,broad,low,6,5,733,1312,4.463
8,1555918900538,1555918900460,78,1555918900451,9,87,broad,low,6,10,733,1312,4.463
8,1555918900716,1555918900644,72,1555918900634,10,82,broad,low,6,20,733,1312,4.463
8,1555918900897,1555918900822,75,1555918900812,10,85,broad,low,6,30,733,1312,4.463
9,1555918901095,1555918901011,84,1555918901002,9,93,broad,low,6,0,733,1312,4.463
9,1555918901288,1555918901214,74,1555918901203,11,85,broad,low,6,5,733,1312,4.463
9,1555918901462,1555918901390,72,1555918901382,8,80,broad,low,6,10,733,1312,4.463
9,1555918901636,1555918901565,71,1555918901556,9,80,broad,low,6,20,733,1312,4.463
9,1555918901808,1555918901735,73,1555918901726,9,82,broad,low,6,30,733,1312,4.463
10,1555918901982,1555918901912,70,1555918901902,10,80,broad,low,6,0,733,1312,4.463
10,1555918902155,1555918902085,70,1555918902076,9,79,broad,low,6,5,733,1312,4.463
10,1555918902326,1555918902255,71,1555918902246,9,80,broad,low,6,10,733,1312,4.463
10,1555918902504,1555918902429,75,1555918902418,11,86,broad,low,6,20,733,1312,4.463
10,1555918902674,1555918902603,71,1555918902594,9,80,broad,low,6,30,733,1312,4.463
11,1555918902848,1555918902774,74,1555918902764,10,84,broad,low,6,0,733,1312,4.463
11,1555918903022,1555918902949,73,1555918902940,9,82,broad,low,6,5,733,1312,4.463
11,1555918903211,1555918903128,83,1555918903119,9,92,broad,low,6,10,733,1312,4.463
11,1555918903394,1555918903318,76,1555918903309,9,85,broad,low,6,20,733,1312,4.463
11,1555918903574,1555918903498,76,1555918903489,9,85,broad,low,6,30,733,1312,4.463
0,1555918903757,1555918903680,77,1555918903670,10,87,broad,low,7,0,793,1397,4.611
0,1555918903934,1555918903859,75,1555918903850,9,84,broad,low,7,5,793,1397,4.611
0,1555918904120,1555918904044,76,1555918904034,10,86,broad,low,7,10,793,1397,4.611
0,1555918904302,1555918904227,75,1555918904217,10,85,broad,low,7,20,793,1397,4.611
0,1555918904478,1555918904404,74,1555918904395,9,83,broad,low,7,30,793,1397,4.611
1,1555918904657,1555918904582,75,1555918904573,9,84,broad,low,7,0,793,1397,4.611
1,1555918904834,1555918904759,75,1555918904749,10,85,broad,low,7,5,793,1397,4.611
1,1555918905013,1555918904939,74,1555918904930,9,83,broad,low,7,10,793,1397,4.611
1,1555918905197,1555918905117,80,1555918905107,10,90,broad,low,7,20,793,1397,4.611
1,1555918905371,1555918905298,73,1555918905289,9,82,broad,low,7,30,793,1397,4.611
2,1555918905551,1555918905472,79,1555918905463,9,88,broad,low,7,0,793,1397,4.611
2,1555918905735,1555918905658,77,1555918905649,9,86,broad,low,7,5,793,1397,4.611
2,1555918905908,1555918905835,73,1555918905825,10,83,broad,low,7,10,793,1397,4.611
2,1555918906085,1555918906007,78,1555918905998,9,87,broad,low,7,20,793,1397,4.611
2,1555918906261,1555918906186,75,1555918906177,9,84,broad,low,7,30,793,1397,4.611
3,1555918906443,1555918906365,78,1555918906356,9,87,broad,low,7,0,793,1397,4.611
3,1555918906622,1555918906544,78,1555918906535,9,87,broad,low,7,5,793,1397,4.611
3,1555918906797,1555918906723,74,1555918906714,9,83,broad,low,7,10,793,1397,4.611
3,1555918906993,1555918906906,87,1555918906895,11,98,broad,low,7,20,793,1397,4.611
3,1555918907169,1555918907096,73,1555918907086,10,83,broad,low,7,30,793,1397,4.611
4,1555918907360,1555918907279,81,1555918907268,11,92,broad,low,7,0,793,1397,4.611
4,1555918907538,1555918907463,75,1555918907453,10,85,broad,low,7,5,793,1397,4.611
